"","checking_status0<=X<200","checking_status>=200","checking_statusno checking","duration","credit_historyall paid","credit_historyexisting paid","credit_historydelayed previously","credit_historycritical/other existing credit","purposeused car","purposefurniture/equipment","purposeradio/tv","purposeeducation","purposebusiness","purposeother","log_credit_amount","savings_status100<=X<500","savings_status500<=X<1000","savings_status>=1000","savings_statusno known savings","employment<1","employment1<=X<4","employment4<=X<7","employment>=7","installment_commitment","personal_statusfemale div/dep/mar","personal_statusmale single","personal_statusmale mar/wid","other_partiesco applicant","other_partiesguarantor","residence_since","property_magnitudelife insurance","property_magnitudecar","property_magnitudeno known property","age","other_payment_plansstores","other_payment_plansnone","housingown","housingfor free","existing_credits","jobunskilled resident","jobskilled","jobhigh qualif/self emp/mgmt","num_dependents","own_telephoneyes"
"728",1,0,0,0.117647058823529,0,1,0,0,0,0,0,0,1,0,0.282126805807491,1,0,0,0,0,0,1,0,0.333333333333333,1,0,0,0,0,1,0,0,0,0.0714285714285714,0,1,0,0,0,1,0,0,0,0
"730",0,0,1,0.117647058823529,0,0,1,0,0,0,0,0,0,1,0.425067857604159,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.642857142857143,0,1,0,1,0.333333333333333,0,1,0,1,0
"731",0,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.380714576108909,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.232142857142857,0,1,0,0,0,0,1,0,0,0
"732",0,1,0,0.0294117647058824,0,0,0,1,0,0,0,0,0,0,0.383234610774838,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.982142857142857,0,1,1,0,0.666666666666667,0,0,0,1,0
"734",0,0,1,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.399482469725971,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,1,0.333333333333333,0,0,0,0.214285714285714,0,1,1,0,0,0,1,0,0,1
"736",0,0,0,0.117647058823529,0,0,0,1,0,0,0,0,0,0,0.236439785340777,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.666666666666667,1,0,0,0.285714285714286,0,1,1,0,0.333333333333333,0,1,0,0,0
"738",0,0,0,0.205882352941176,0,0,0,1,0,1,0,0,0,0,0.497586297309724,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.0892857142857143,0,1,0,0,0.333333333333333,0,1,0,0,0
"739",0,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.507237513057684,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.666666666666667,1,0,0,0.0892857142857143,0,1,1,0,0,1,0,0,0,0
"740",0,0,1,0.25,0,0,0,1,0,0,0,0,0,0,0.913108677591059,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.196428571428571,0,1,0,1,0,0,0,1,0,1
"741",0,0,1,0.294117647058824,0,0,0,1,0,0,0,0,0,0,0.532023689977257,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.666666666666667,1,0,0,0.142857142857143,0,1,1,0,0.333333333333333,0,1,0,0,1
"744",0,0,1,0.0882352941176471,0,1,0,0,1,0,0,0,0,0,0.570088188912787,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.214285714285714,0,1,0,0,0,0,1,0,0,0
"745",1,0,0,0.117647058823529,0,0,0,1,0,1,0,0,0,0,0.621388674632102,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.160714285714286,0,1,0,0,0.666666666666667,0,1,0,0,1
"746",0,0,0,0.558823529411765,0,1,0,0,0,0,1,0,0,0,0.642751930869208,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.666666666666667,0,1,0,0.267857142857143,0,1,1,0,0,0,1,0,0,0
"747",0,0,1,0.117647058823529,0,0,0,1,0,0,1,0,0,0,0.439562324887943,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,1,0,0,0,0.785714285714286,0,1,1,0,0.333333333333333,1,0,0,0,1
"748",0,0,0,0.294117647058824,0,1,0,0,1,0,0,0,0,0,0.562841699560751,0,0,0,1,0,0,0,1,0.333333333333333,1,0,0,0,0,1,0,0,0,0.125,0,1,0,0,0,0,1,0,0,0
"749",0,0,0,0.470588235294118,0,0,0,1,0,0,0,1,0,0,0.807876664941511,0,0,0,0,0,1,0,0,0.666666666666667,1,0,0,0,0,0.333333333333333,0,0,1,0.107142857142857,0,1,1,0,0.333333333333333,0,0,1,0,1
"751",0,0,1,0.294117647058824,0,0,0,1,0,0,1,0,0,0,0.508180966374232,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.589285714285714,0,0,1,0,0.333333333333333,0,1,0,0,0
"752",0,1,0,0.117647058823529,0,0,0,1,0,0,0,0,0,0,0.41357156698965,0,1,0,0,0,0,0,0,0.333333333333333,0,1,0,0,0,1,0,0,1,0.839285714285714,0,0,0,1,0.666666666666667,0,0,0,0,0
"753",0,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.395780263960023,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.107142857142857,0,1,0,0,0,0,1,0,0,0
"754",0,0,1,0.470588235294118,0,0,0,1,0,0,0,0,0,0,0.616055668086707,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.321428571428571,0,1,1,0,0.333333333333333,0,1,0,0,1
"755",0,0,0,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.61433885619771,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0.107142857142857,0,1,1,0,0,0,1,0,0,0
"756",0,0,1,0.470588235294118,0,0,0,1,1,0,0,0,0,0,0.727610687338036,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,0,1,0,0.339285714285714,0,1,1,0,0.333333333333333,0,0,1,0,1
"757",1,0,0,0.102941176470588,0,0,1,0,0,0,1,0,0,0,0.685787346393342,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,1,1,0,0,0.571428571428571,0,1,1,0,0,0,1,0,0,0
"759",1,0,0,0.514705882352941,0,0,0,1,0,0,1,0,0,0,0.69355288022103,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,1,0.333333333333333,0,0,0,0.107142857142857,0,1,1,0,0.333333333333333,0,1,0,0,0
"760",0,0,1,0.294117647058824,0,0,0,1,0,0,0,0,0,0,0.476513224037725,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.732142857142857,0,1,1,0,0,0,1,0,0,1
"761",1,0,0,0.117647058823529,0,0,0,0,0,0,0,1,0,0,0.402303435959805,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0,0,0.214285714285714,0,1,1,0,0,1,0,0,0,1
"762",1,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.280740034115815,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0.333333333333333,1,0,0,0.0714285714285714,0,0,1,0,0,1,0,0,0,0
"764",1,0,0,0.205882352941176,0,1,0,0,0,0,0,0,1,0,0.476633069916996,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,1,0,0,0.285714285714286,0,1,1,0,0,1,0,0,0,1
"765",0,0,1,0.264705882352941,0,1,0,0,0,0,1,0,0,0,0.5512260736234,0,1,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0,1,0,1,0,0.375,0,1,1,0,0,0,1,0,0,0
"766",0,0,1,0.647058823529412,0,0,0,1,1,0,0,0,0,0,0.557741291524372,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.666666666666667,0,1,0,0.339285714285714,0,1,1,0,0.333333333333333,0,1,0,1,1
"767",1,0,0,0.647058823529412,0,0,1,0,0,0,0,1,0,0,0.747615263374351,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.553571428571429,0,1,0,1,0,0,1,0,0,0
"768",0,0,1,0.735294117647059,0,0,0,0,1,0,0,0,0,0,0.844388369466619,0,0,0,1,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,1,0,0,0.357142857142857,0,1,1,0,0,1,0,0,1,0
"769",0,0,0,0.529411764705882,0,0,0,1,0,0,0,1,0,0,0.739013600739102,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.666666666666667,0,0,1,0.142857142857143,0,0,1,0,0,0,1,0,0,1
"770",1,0,0,0.25,0,1,0,0,0,0,0,0,1,0,0.362461451222586,0,0,0,0,0,0,0,1,0.333333333333333,1,0,0,0,0,1,1,0,0,0.357142857142857,0,1,1,0,0,0,1,0,1,0
"771",0,0,1,0.294117647058824,0,1,0,0,1,0,0,0,0,0,0.750917212788709,0,0,0,1,0,0,0,1,0.666666666666667,0,1,0,0,0,1,0,1,0,0.392857142857143,0,1,1,0,0,0,0,1,1,1
"774",0,0,1,0.294117647058824,0,1,0,0,0,1,0,0,0,0,0.582649453727772,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0.666666666666667,0,0,1,0.232142857142857,0,1,0,0,0,0,1,0,0,1
"775",0,0,1,0.0735294117647059,0,1,0,0,0,1,0,0,0,0,0.516201103332055,1,0,0,0,1,0,0,0,0.333333333333333,1,0,0,0,0,1,1,0,0,0.0535714285714286,0,1,0,0,0,0,1,0,0,0
"776",0,0,0,0.205882352941176,0,1,0,0,1,0,0,0,0,0,0.791326443820937,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.571428571428571,0,1,0,1,0,0,1,0,1,1
"777",0,0,1,0.117647058823529,0,0,0,1,0,1,0,0,0,0,0.375776014646557,0,0,0,0,1,0,0,0,0.333333333333333,1,0,0,0,0,1,1,0,0,0.0535714285714286,0,1,0,0,0.333333333333333,1,0,0,0,0
"778",0,0,1,0.294117647058824,0,0,1,0,0,0,0,0,0,0,0.245029659528549,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0.625,0,1,1,0,0.333333333333333,0,1,0,0,1
"780",1,0,0,0.382352941176471,0,1,0,0,0,1,0,0,0,0,0.634817185885487,0,0,0,0,1,0,0,0,0.333333333333333,0,0,1,0,0,0,1,0,0,0.0535714285714286,0,1,1,0,0,0,1,0,0,0
"781",1,0,0,0.0735294117647059,0,1,0,0,0,0,0,0,0,0,0.424168780748887,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.333333333333333,0,0,0,0.285714285714286,0,1,1,0,0,0,0,0,0,0
"782",0,0,1,0.294117647058824,0,0,0,1,0,0,0,1,0,0,0.431265914035571,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.625,0,1,0,1,0.333333333333333,0,1,0,1,0
"783",1,0,0,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.458447205175418,0,0,0,0,0,0,0,1,0.666666666666667,1,0,0,0,1,1,0,0,0,0.517857142857143,0,0,0,0,0.333333333333333,1,0,0,0,1
"784",0,0,0,0.235294117647059,0,0,0,1,0,1,0,0,0,0,0.660095451648843,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.0892857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"785",0,0,1,0.117647058823529,0,0,0,1,0,0,1,0,0,0,0.31674836595449,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.285714285714286,0,1,1,0,0.333333333333333,0,1,0,0,0
"786",1,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.790115752169929,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0,0,0,0.0892857142857143,0,1,0,0,0,0,0,0,0,0
"787",0,0,0,0.470588235294118,0,1,0,0,0,0,0,0,0,0,0.840285782465029,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0,0,1,0,0.0892857142857143,0,1,1,0,0,0,1,0,0,1
"788",1,0,0,0.0294117647058824,0,1,0,0,0,0,1,0,0,0,0.19969113916531,0,0,0,0,1,0,0,0,0.666666666666667,0,0,1,0,0,0.666666666666667,0,0,0,0.125,0,1,1,0,0,1,0,0,0,0
"789",0,0,1,0.117647058823529,0,0,0,1,0,0,1,0,0,0,0.305520789624125,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.821428571428571,0,1,1,0,1,0,1,0,0,0
"791",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.736871243943049,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.446428571428571,0,1,1,0,0.333333333333333,0,1,0,0,1
"792",1,0,0,0.161764705882353,0,0,0,0,0,0,0,0,0,0,0.456234182206372,0,0,0,0,1,0,0,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0.125,0,1,0,0,0.333333333333333,0,0,0,0,0
"794",1,0,0,0.0294117647058824,0,1,0,0,0,0,1,0,0,0,0.1536353249865,0,0,0,0,0,0,1,0,0.666666666666667,0,0,1,0,1,0.666666666666667,0,0,0,0.160714285714286,0,0,1,0,0,1,0,0,0,0
"797",0,0,0,0.647058823529412,0,1,0,0,0,0,0,0,0,0,0.64074911418437,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0.482142857142857,0,1,0,1,0,0,1,0,1,0
"798",1,0,0,0.470588235294118,0,0,1,0,0,0,0,0,0,0,0.788867435036481,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,0.333333333333333,1,0,0,0.625,0,1,0,0,0,0,1,0,0,0
"799",0,0,1,0.0294117647058824,0,1,0,0,0,0,0,0,0,1,0.390114047552966,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.767857142857143,0,1,1,0,0,0,1,0,0,0
"800",0,0,1,0.0294117647058824,0,0,0,1,0,0,1,0,0,0,0.42491825263047,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.333333333333333,0,1,0,0.0892857142857143,0,1,0,0,0.333333333333333,0,1,0,0,1
"801",0,0,0,0.470588235294118,0,1,0,0,0,0,0,0,0,1,0.965105833596352,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,1,0,0.666666666666667,0,1,0,0.428571428571429,0,1,1,0,0,0,0,1,0,0
"803",0,0,0,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.391327562393686,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.666666666666667,0,0,0,0.125,0,0,1,0,0,0,1,0,0,0
"806",0,0,0,0.470588235294118,0,1,0,0,0,1,0,0,0,0,0.554420760642247,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,0.333333333333333,1,0,0,0.392857142857143,0,0,1,0,0,0,1,0,1,0
"808",0,0,1,0.205882352941176,0,0,0,1,0,1,0,0,0,0,0.631639740759805,0,0,0,0,1,0,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,1,0,0.285714285714286,0,1,1,0,0.333333333333333,0,0,1,0,1
"809",0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0.431992894695016,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.666666666666667,0,1,0,0.196428571428571,0,1,1,0,0.333333333333333,0,1,0,0,1
"810",0,0,0,0.205882352941176,0,0,0,1,0,0,0,0,0,0,0.642810576922622,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.25,0,0,0,0,0.666666666666667,0,1,0,0,1
"811",0,0,1,0.205882352941176,0,0,0,0,0,0,0,0,1,0,0.654196351717846,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.303571428571429,1,0,1,0,0.333333333333333,0,1,0,1,0
"812",0,0,0,0.470588235294118,0,1,0,0,1,0,0,0,0,0,0.815534850718517,0,0,0,1,0,0,0,1,0.666666666666667,0,1,0,0,0,1,0,0,1,0.5,0,1,0,1,0,0,1,0,0,0
"813",0,0,1,0.205882352941176,0,1,0,0,0,0,0,0,1,0,0.427004014804937,1,0,0,0,0,1,0,0,0.666666666666667,1,0,0,0,0,1,1,0,0,0.0892857142857143,0,1,0,0,0,1,0,0,0,0
"814",1,0,0,0.647058823529412,0,0,1,0,0,0,0,0,1,0,0.764093342048488,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.339285714285714,0,1,0,1,0,0,1,0,1,1
"815",0,0,1,0.294117647058824,0,0,1,0,0,0,0,0,1,0,0.52356249993003,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.446428571428571,0,1,1,0,0.333333333333333,0,1,0,1,1
"816",0,0,0,0.205882352941176,0,1,0,0,0,0,0,0,0,0,0.367879088776956,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.666666666666667,0,1,0,0.0714285714285714,0,1,0,0,0,0,1,0,0,1
"818",1,0,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.700564831854836,0,0,0,1,0,0,0,1,0.333333333333333,1,0,0,0,0,1,0,1,0,0.410714285714286,0,1,1,0,0,0,1,0,0,1
"821",0,0,1,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.29424911153873,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.333333333333333,0,1,0,0.0357142857142857,0,1,1,0,0,0,1,0,0,0
"822",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.203987097020129,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,0,0.0714285714285714,0,1,0,0,0,1,0,0,1,0
"823",0,0,0,0.294117647058824,0,0,0,1,1,0,0,0,0,0,0.574534692312995,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.785714285714286,0,1,1,0,0.333333333333333,0,1,0,0,1
"824",0,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,1,0.453206173823874,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0.696428571428571,0,1,1,0,0,1,0,0,0,1
"825",0,0,1,0.294117647058824,0,0,0,1,0,0,1,0,0,0,0.545594357220784,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0.666666666666667,0,0,0,0.482142857142857,0,1,1,0,0.333333333333333,0,1,0,0,0
"827",0,0,1,0.25,0,0,1,0,1,0,0,0,0,0,0.577348909258546,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,0,0,0.160714285714286,1,0,1,0,0.333333333333333,1,0,0,0,0
"828",0,0,1,0.205882352941176,0,1,0,0,0,0,0,0,0,1,0.476872576553591,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0714285714285714,0,1,1,0,0,0,1,0,0,0
"830",0,0,1,0.205882352941176,0,1,0,0,0,1,0,0,0,0,0.608500199992162,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.5,0,0,1,0,0.666666666666667,0,1,0,1,1
"831",1,0,0,0.25,0,1,0,0,0,1,0,0,0,0,0.643396225490943,0,0,0,1,0,0,1,0,0.333333333333333,0,1,0,0,0,0.666666666666667,0,1,0,0.285714285714286,0,1,1,0,0,0,1,0,0,1
"832",0,0,1,0.205882352941176,0,1,0,0,0,0,0,0,0,0,0.76686154522575,0,0,0,1,0,1,0,0,0.333333333333333,0,1,0,0,0,1,0,1,0,0.875,0,1,0,0,0.333333333333333,0,1,0,0,0
"833",0,0,1,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.374106244160856,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.333333333333333,0,0,0,0.160714285714286,0,1,1,0,0,0,1,0,0,0
"834",0,0,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.394589821532453,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,1,0,0,0,0.714285714285714,0,1,1,0,0,0,1,0,0,0
"835",0,0,0,0.0882352941176471,0,1,0,0,0,0,1,0,0,0,0.517611789169717,0,0,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0,1,0,0,0,0.589285714285714,0,1,1,0,0,1,0,0,0,0
"836",0,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.242420252926165,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.678571428571429,1,0,1,0,0,1,0,0,0,0
"837",0,0,0,0.235294117647059,0,0,0,1,0,0,0,0,0,0,0.509432979753898,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.333333333333333,1,0,0,0.25,0,0,0,0,0.333333333333333,0,1,0,0,0
"839",0,0,1,0.161764705882353,0,0,0,1,0,0,1,0,0,0,0.412153027645937,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.285714285714286,0,1,0,1,0.333333333333333,0,1,0,0,1
"840",0,0,0,0.205882352941176,1,0,0,0,0,0,0,0,0,0,0.407522413431119,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0.232142857142857,0,1,0,1,0.333333333333333,1,0,0,1,0
"841",0,0,1,0.470588235294118,0,0,1,0,0,0,0,0,0,0,0.877396768206524,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.464285714285714,0,1,1,0,0.333333333333333,0,1,0,1,1
"842",0,0,1,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.412626836143096,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.666666666666667,0,0,0,0.25,0,1,1,0,0,0,1,0,0,1
"843",0,0,1,0.0882352941176471,0,1,0,0,0,0,0,1,0,0,0.296339560882255,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0.666666666666667,1,0,0,0.375,0,1,1,0,0,0,1,0,0,1
"844",0,0,1,0.161764705882353,0,0,0,1,0,1,0,0,0,0,0.603068374958992,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,0,1,0.160714285714286,0,1,0,1,0,0,1,0,0,1
"845",0,0,0,0.161764705882353,0,1,0,0,0,0,0,0,0,0,0.642399743638479,0,0,0,0,0,1,0,0,0.666666666666667,1,0,0,0,0,0.333333333333333,1,0,0,0.178571428571429,0,1,1,0,0,0,1,0,0,1
"846",0,0,1,0.117647058823529,0,0,0,1,0,0,0,0,1,0,0.402633075878325,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.333333333333333,0,0,0,0.178571428571429,0,1,1,0,0.333333333333333,0,0,1,0,1
"847",0,0,1,0.0735294117647059,0,1,0,0,0,0,0,0,0,0,0.618802482580745,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.333333333333333,0,0,0,0.125,0,1,0,0,0,0,1,0,1,0
"848",0,0,1,0.294117647058824,0,0,0,1,1,0,0,0,0,0,0.731367289364877,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,0,0,0.142857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"850",0,0,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.529746453435752,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.285714285714286,0,1,1,0,0,0,1,0,0,1
"851",0,0,1,0.338235294117647,0,0,0,1,0,1,0,0,0,0,0.673527343969402,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.333333333333333,0,0,0,0.232142857142857,1,0,1,0,0.333333333333333,1,0,0,1,1
"852",0,0,1,0.0882352941176471,0,1,0,0,0,1,0,0,0,0,0.50681696877748,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0,0,0.107142857142857,0,0,0,0,0,1,0,0,0,0
"854",0,0,0,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.524929360678422,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.142857142857143,1,0,1,0,0,0,1,0,0,0
"855",0,0,1,0.117647058823529,0,0,0,1,0,1,0,0,0,0,0.602232074662221,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,1,1,0,0,0.410714285714286,1,0,1,0,0,0,1,0,0,0
"856",0,0,1,0.470588235294118,0,1,0,0,0,0,0,0,1,0,0.788146606854474,0,0,0,1,0,0,0,1,0.666666666666667,0,1,0,0,0,0.333333333333333,1,0,0,0.321428571428571,0,1,1,0,0.333333333333333,0,1,0,0,0
"857",1,0,0,0.205882352941176,0,0,0,1,0,1,0,0,0,0,0.382517382994085,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.142857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"859",0,0,1,0.470588235294118,0,0,1,0,0,1,0,0,0,0,0.796440571060797,0,1,0,0,0,0,1,0,0.333333333333333,1,0,0,0,0,1,0,1,0,0.375,0,1,1,0,0.333333333333333,0,1,0,0,1
"860",0,1,0,0.0294117647058824,0,0,0,1,0,0,0,0,0,0,0.390981489526878,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.482142857142857,0,1,1,0,0.333333333333333,0,1,0,1,0
"861",0,0,0,0.294117647058824,0,0,0,1,0,0,0,0,1,0,0.397638733828062,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.125,0,1,1,0,0.333333333333333,0,1,0,0,1
"862",0,0,1,0.161764705882353,0,1,0,0,0,0,0,0,0,1,0.291077777074008,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0892857142857143,0,1,1,0,0,0,1,0,0,0
"863",0,0,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.619646153662704,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,1,0,0.333333333333333,1,0,0,0.178571428571429,0,1,1,0,0,1,0,0,1,0
"864",1,0,0,0.102941176470588,0,0,0,1,0,0,0,0,0,0,0.387316288414593,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.375,0,1,1,0,0.333333333333333,0,1,0,0,0
"865",0,0,0,0.205882352941176,1,0,0,0,0,0,1,0,0,0,0.476513224037725,0,0,0,0,1,0,0,0,0.666666666666667,0,1,0,1,0,1,0,0,1,0.303571428571429,0,0,0,1,0,0,0,1,0,1
"866",0,0,1,0.470588235294118,0,1,0,0,0,0,1,0,0,0,0.619969829321882,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,0,1,0,0.160714285714286,0,1,1,0,0,0,1,0,0,0
"867",0,0,0,0.0735294117647059,0,1,0,0,0,0,0,0,0,0,0.404274303039814,0,0,0,0,1,0,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,0,1,0.142857142857143,0,1,0,1,0,0,0,1,0,1
"868",1,0,0,0.470588235294118,0,1,0,0,0,0,0,1,0,0,0.911858149288986,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.5,0,1,0,1,0,0,1,0,1,1
"869",0,0,1,0.382352941176471,0,0,0,1,0,0,1,0,0,0,0.766207074298668,0,0,0,1,0,0,1,0,0.333333333333333,0,1,0,0,0,0.666666666666667,1,0,0,0.303571428571429,0,1,1,0,0.333333333333333,0,1,0,0,0
"870",0,0,1,0.294117647058824,0,1,0,0,1,0,0,0,0,0,0.800523852513528,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,0.666666666666667,0,1,0,0.339285714285714,0,1,1,0,0,0,0,1,0,1
"872",1,0,0,0.382352941176471,0,0,0,1,0,0,0,0,0,0,0.503745064954085,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.303571428571429,0,1,1,0,0.333333333333333,0,1,0,0,0
"873",0,0,1,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.344140097508692,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0.821428571428571,0,1,1,0,0.333333333333333,0,0,0,0,0
"875",0,0,0,0.117647058823529,0,1,0,0,0,0,0,1,0,0,0.269045359597288,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0.607142857142857,0,1,1,0,0,0,1,0,0,0
